0.03,0.061999999999999
0.101999999999999,0.156
0.198,0.23
0.282,0.3
0.433,0.454
0.518,0.536
0.682,0.698
1.14,1.157
1.232,1.25
1.35,1.407
1.478,1.5
1.546,1.614
1.688,1.78
1.827,1.92
1.96,2.088
2.141,2.274
2.315,2.445
2.494,2.591
2.634,2.73
2.778,2.889
2.938,3.016
3.082,3.162
3.208,3.321
3.362,3.488
3.537,3.667
3.73,3.879
3.94,4.02
4.086,4.11
4.184,4.264
4.32,4.33
4.404,4.431
4.512,4.54
4.608,4.663
4.728,4.768
4.928,4.946
5.026,5.052
5.13,5.152
5.224,5.32
5.474,5.56
5.618,5.747
5.804,5.874
5.937,6.048
